Level,Date and Time,Source,Event ID,Task Category
Information,1/29/2024 8:18:08 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000020000001. Status 0x0. Process Id 0x28E4 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 8:18:08 PM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:28390:127.0.0.1/) to URL group (0xFE00000120000001). Status: 0x0. Process Id 0x28E4 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 8:18:08 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000120000001. Status 0x0. Process Id 0x28E4 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 8:18:07 PM,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,1/29/2024 8:18:07 PM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
WinSetupMon"
Error,1/29/2024 8:18:04 PM,Service Control Manager,7034,None,The GameInput Service service terminated unexpectedly.  It has done this 6 time(s).
Error,1/29/2024 8:18:04 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/29/2024 8:18:03 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 5 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/29/2024 8:18:03 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Information,1/29/2024 8:18:03 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'gameflt' (10.0, ‎2010‎-‎06‎-‎15T11:47:08.000000000Z) has successfully loaded and registered with Filter Manager."
Error,1/29/2024 8:18:02 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 4 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/29/2024 8:18:02 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/29/2024 8:18:01 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 3 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/29/2024 8:18:01 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/29/2024 8:17:59 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 2 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/29/2024 8:17:59 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/29/2024 8:17:58 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Information,1/29/2024 8:17:58 PM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:10516) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Error,1/29/2024 8:17:57 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Information,1/29/2024 8:17:57 PM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:10516) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Information,1/29/2024 8:17:43 PM,Netwtw10,7021,None,7021 - Connection telemetry fields and analysis usage
Information,1/29/2024 8:17:37 PM,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,1/29/2024 8:17:36 PM,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:35 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2032‎-‎10‎-‎20T09:22:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2039‎-‎04‎-‎22T09:36:38.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) unloaded successfully."
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2089‎-‎07‎-‎07T01:42:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎2059‎-‎02‎-‎13T17:28:11.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ‎1989‎-‎12‎-‎07T18:41:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,1/29/2024 8:17:33 PM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,1/29/2024 8:17:32 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/29/2024 8:17:32 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/29/2024 8:17:31 PM,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,1/29/2024 8:17:31 PM,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,1/29/2024 8:17:31 PM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Information,1/29/2024 8:17:31 PM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Information,1/29/2024 8:17:31 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Warning,1/29/2024 8:17:31 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,1/29/2024 8:17:31 PM,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,1/29/2024 8:17:31 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/29/2024 8:17:31 PM,Microsoft-Windows-Wininit,18,None,VBS Key Isolation was started and will protect VSM-isolated keys.
Information,1/29/2024 8:17:31 PM,Microsoft-Windows-IsolatedUserMode,1,None,Secure Trustlet \??\C:\WINDOWS\system32\lsaiso.exe Id 1 and Pid 596 started with status STATUS_SUCCESS.
Information,1/29/2024 8:17:31 PM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,1/29/2024 8:17:31 PM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Warning,1/29/2024 8:17:30 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device HID\Vid_8087&Pid_0AC2\6&1564e45f&0&0000.
Information,1/29/2024 8:17:30 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,1/29/2024 8:17:30 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device HID\Vid_8087&Pid_0AC2\6&281e9504&0&0000.
Information,1/29/2024 8:17:30 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,1/29/2024 8:17:26 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device {DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification\5&21c1c6a0&0&0.
Information,1/29/2024 8:17:26 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,1/29/2024 8:17:25 PM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,1/29/2024 8:17:25 PM,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,1/29/2024 8:17:25 PM,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is -480.
Information,1/29/2024 8:17:25 PM,Netwtw10,7023,None,7023 - secure boot debug logging Quasar
Information,1/29/2024 8:17:25 PM,Netwtw10,7017,None,7017 - secure boot (SB) configuration
Information,1/29/2024 8:17:25 PM,Netwtw10,7010,None,7010 - driver enabled (miniport init)
Information,1/29/2024 8:17:25 PM,Netwtw10,7002,None,7002 - CTDP power limit value (SPLC)
Information,1/29/2024 8:17:25 PM,Netwtw10,7005,None,7005 - SAR value max TX power (WRDS)
Information,1/29/2024 8:17:25 PM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,1/29/2024 8:17:25 PM,Netwtw10,7027,None,7027 - get Nic Manufacturere on init
Information,1/29/2024 8:17:25 PM,Netwtw10,7036,None,The \Device\NDMP1 service entered the Intel(R) Wireless-AC 9560 160MHz state.
Information,1/29/2024 8:17:24 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 30
Minimum throttle percentage: 3"
Information,1/29/2024 8:17:24 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 30
Minimum throttle percentage: 3"
Information,1/29/2024 8:17:24 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 30
Minimum throttle percentage: 3"
Information,1/29/2024 8:17:24 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 15
Minimum throttle percentage: 3"
Information,1/29/2024 8:17:24 PM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{1c4cae2d-03f0-4a1e-9ce9-e80c3ca1b69f} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Warning,1/29/2024 8:17:23 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_1F611043&REV_0C\3&11583659&1&20.
Information,1/29/2024 8:17:23 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,1/29/2024 8:17:22 PM,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.TZ00 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 344K             
_AC1 = 328K             
_AC2 = 323K             
_AC3 = 318K             
_AC4 = 313K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 0K             
_HOT = 372K             
minimum throttle = 0             
_CR3 = 0K"
Information,1/29/2024 8:17:22 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎20T00:12:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:21 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswMonFlt' (10.0, ‎2023‎-‎12‎-‎05T20:26:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:21 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T10:58:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:21 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSnx' (10.0, ‎2023‎-‎12‎-‎05T20:26:33.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:21 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSP' (10.0, ‎2023‎-‎12‎-‎05T20:27:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:21 PM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,1/29/2024 8:17:20 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T19:20:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:20 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T06:03:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-IsolatedUserMode,3,None,"Secure Kernel started with status STATUS_SUCCESS and flags HvciEnabled,HvciStrictMode."
Warning,1/29/2024 8:17:18 PM,Microsoft-Windows-Hyper-V-Hypervisor,167,None,"The hypervisor did not enable mitigations for side channel vulnerabilities for virtual machines because HyperThreading is enabled. To enable mitigations for virtual machines, disable HyperThreading."
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Hyper-V-Hypervisor,165,None,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports microarchitectural buffer flush: false
Buffer flush needed: true
"
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Hyper-V-Hypervisor,156,None,"Hypervisor configured mitigations for CVE-2018-3646 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports cache flush: true
HyperThreading enabled: true
Parent hypervisor applies mitigations: false
Mitigations disabled by bcdedit: false
Mitigations enabled: true
Cache flush needed: false
"
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Hyper-V-Hypervisor,129,None,"Hypervisor initialized I/O remapping.

Hardware present: true
Hardware enabled: true
Policy: 0x0
Enabled features: 0x43
Internal information: 0x0
Problems: 0x0
Additional information: 0x0"
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Hyper-V-Hypervisor,2,None,Hypervisor scheduler type is 0x4.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Hyper-V-Hypervisor,1,None,Hypervisor successfully started.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2024‎-‎01‎-‎29T20:17:17.000000000Z.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-Boot,153,(62),"Virtualization-based security (policies: VBS Enabled,VSM Required,Hvci,Boot Chain Signer Soft Enforced) is enabled due to VBS registry configuration."
Information,1/29/2024 8:17:18 PM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2024‎-‎01‎-‎29T12:17:18.500000000Z.
Information,1/29/2024 2:05:01 PM,Application Popup,26,None,"Application popup: GameManagerService3.exe - Application Error : The exception unknown software exception (0xe0434352) occurred in the application at location 0x0000000075629392.
"
Information,1/29/2024 2:05:01 PM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2024‎-‎01‎-‎29T06:05:01.703785600Z.
Information,1/29/2024 2:05:01 PM,Microsoft-Windows-Kernel-Power,577,(280),The system has prepared for a system initiated reboot from Active.
Information,1/29/2024 2:05:01 PM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Action: Power Action Shutdown Off 
Event Code: 0x0 
Reason: Kernel API"
Information,1/29/2024 2:04:58 PM,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Warning,1/29/2024 2:04:58 PM,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,1/29/2024 8:17:33 PM,EventLog,6013,None,The system uptime is 15 seconds.
Information,1/29/2024 8:17:33 PM,EventLog,6005,None,The Event log service was started.
Information,1/29/2024 8:17:33 PM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22621  Multiprocessor Free.
Information,1/29/2024 2:04:57 PM,Microsoft-Windows-HttpService,117,HTTP Configuration Property Trace Task,"Delete URL group 0xFC00000120000001. Status 0x0. Process Id 0x14A0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,1/29/2024 2:04:57 PM,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:5357/0d226490-24bf-433e-8ff4-87fc33a4bbf2/) from URL group (0xFC00000120000001). Process Id 0x14A0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,1/29/2024 2:04:56 PM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,1/29/2024 2:04:56 PM,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,1/29/2024 2:04:56 PM,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,1/29/2024 2:04:56 PM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,1/29/2024 2:04:56 PM,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,1/29/2024 2:04:56 PM,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,1/29/2024 2:04:56 PM,Microsoft-Windows-HttpService,117,HTTP Configuration Property Trace Task,"Delete URL group 0xFE00000120000001. Status 0x0. Process Id 0x2B44 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 2:04:56 PM,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://127.0.0.1:28390:127.0.0.1/) from URL group (0xFE00000120000001). Process Id 0x2B44 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 2:04:56 PM,EventLog,6006,None,The Event log service was stopped.
Information,1/29/2024 2:04:48 PM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,1/29/2024 2:04:46 PM,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Information,1/29/2024 2:04:44 PM,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-OKFHDDF) has initiated the power off of computer DESKTOP-OKFHDDF on behalf of user DESKTOP-OKFHDDF\zheri for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
Information,1/29/2024 2:04:36 PM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,1/29/2024 2:04:36 PM,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
